                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.6771,                  1.788,                 2.1532,                0.73205,                 0.5162,                 0.6413,                0.32053,                 1.5531,                 1.6503,                 2.1483,              0.0005249,              0.0005249,              0.0005249
                    152,                 1.5819,                 1.7294,                 2.1029,                0.70565,                0.54378,                0.65215,                0.32879,                 1.5409,                 1.6061,                   2.15,               0.000515,               0.000515,               0.000515
                    153,                 1.6167,                 1.7114,                 2.1088,                0.77989,                0.50616,                0.64983,                0.33829,                 1.5176,                 1.5768,                 2.1317,              0.0005051,              0.0005051,              0.0005051
                    154,                  1.609,                 1.6664,                  2.067,                0.68991,                0.57143,                0.63876,                0.33068,                 1.5396,                 1.6161,                 2.1417,              0.0004952,              0.0004952,              0.0004952
                    155,                 1.6241,                 1.6658,                 2.1025,                0.71479,                  0.553,                0.63685,                0.33373,                 1.5117,                 1.6583,                 2.1217,              0.0004853,              0.0004853,              0.0004853
                    156,                 1.5533,                 1.7117,                 2.0811,                0.76506,                0.52995,                0.65308,                0.33877,                 1.5156,                 1.6691,                 2.1264,              0.0004754,              0.0004754,              0.0004754
                    157,                 1.6178,                  1.801,                 2.1201,                0.71286,                0.56221,                0.65814,                0.33221,                  1.545,                 1.6435,                 2.1431,              0.0004655,              0.0004655,              0.0004655
                    158,                 1.6353,                 1.8185,                 2.1561,                0.77283,                  0.553,                0.67209,                0.33768,                 1.5267,                 1.6156,                 2.1248,              0.0004556,              0.0004556,              0.0004556
                    159,                 1.5452,                 1.6746,                 2.0751,                 0.7706,                 0.5576,                 0.6796,                0.34881,                 1.4992,                 1.5868,                 2.0983,              0.0004457,              0.0004457,              0.0004457
                    160,                 1.6176,                 1.6872,                 2.0841,                  0.655,                0.56221,                0.65025,                0.35693,                 1.4856,                    1.6,                 2.0876,              0.0004358,              0.0004358,              0.0004358
                    161,                 1.6118,                 1.7215,                 2.0936,                0.68006,                0.54378,                0.64005,                0.35484,                  1.488,                 1.6233,                 2.0882,              0.0004259,              0.0004259,              0.0004259
                    162,                 1.5977,                  1.725,                 2.1126,                0.70996,                0.52995,                0.64575,                0.35687,                 1.4665,                 1.5919,                 2.0709,               0.000416,               0.000416,               0.000416
                    163,                 1.5606,                 1.7461,                  2.095,                0.73578,                0.51613,                0.66199,                0.36956,                 1.4674,                 1.5685,                 2.0756,              0.0004061,              0.0004061,              0.0004061
                    164,                 1.6428,                 1.7293,                 2.1403,                  0.678,                0.56221,                0.65542,                0.35301,                 1.4907,                 1.6028,                 2.0974,              0.0003962,              0.0003962,              0.0003962
                    165,                 1.5723,                 1.7103,                 2.1088,                0.72326,                0.58065,                0.67537,                   0.36,                  1.474,                 1.6011,                 2.0823,              0.0003863,              0.0003863,              0.0003863
                    166,                 1.5802,                 1.7081,                   2.07,                0.76915,                0.52995,                0.67246,                0.36413,                 1.4578,                  1.586,                 2.0743,              0.0003764,              0.0003764,              0.0003764
                    167,                 1.5768,                 1.7735,                 2.0566,                0.69459,                 0.5974,                0.67367,                0.35662,                 1.4634,                 1.5825,                 2.0821,              0.0003665,              0.0003665,              0.0003665
                    168,                 1.5379,                 1.6512,                  2.033,                0.72859,                0.58065,                0.66754,                0.35592,                 1.4781,                 1.5684,                    2.1,              0.0003566,              0.0003566,              0.0003566
                    169,                 1.6236,                 1.6878,                 2.0746,                0.68118,                0.57107,                0.67073,                0.35485,                 1.4926,                 1.5642,                 2.1185,              0.0003467,              0.0003467,              0.0003467
                    170,                 1.5313,                  1.586,                 2.0576,                0.68438,                0.57957,                0.68177,                 0.3596,                 1.4986,                 1.5462,                 2.1218,              0.0003368,              0.0003368,              0.0003368
                    171,                 1.5747,                  1.655,                 2.0859,                0.72372,                0.59908,                0.69703,                0.36318,                 1.4903,                  1.539,                 2.1101,              0.0003269,              0.0003269,              0.0003269
                    172,                 1.5423,                 1.5895,                  2.039,                0.71932,                0.59049,                0.70191,                0.36909,                 1.4668,                 1.5144,                 2.0922,               0.000317,               0.000317,               0.000317
                    173,                 1.5656,                  1.664,                 2.0494,                0.68789,                0.59925,                0.68671,                0.36853,                 1.4683,                 1.5269,                 2.0864,              0.0003071,              0.0003071,              0.0003071
                    174,                 1.5869,                 1.6861,                 2.0724,                0.68331,                0.57671,                0.67302,                0.36365,                 1.4688,                  1.547,                 2.0828,              0.0002972,              0.0002972,              0.0002972
                    175,                 1.5743,                 1.7011,                 2.0902,                0.65007,                0.57604,                0.65443,                0.35693,                 1.4586,                 1.5434,                 2.0661,              0.0002873,              0.0002873,              0.0002873
                    176,                  1.493,                 1.6633,                 2.0113,                0.67629,                  0.553,                0.67328,                0.36619,                 1.4336,                 1.5295,                 2.0535,              0.0002774,              0.0002774,              0.0002774
                    177,                 1.4876,                 1.6299,                  2.014,                0.69755,                  0.553,                0.67809,                0.36723,                 1.4394,                 1.5313,                 2.0612,              0.0002675,              0.0002675,              0.0002675
                    178,                  1.556,                 1.6294,                 2.0511,                0.69348,                 0.5576,                0.68075,                0.36606,                 1.4487,                  1.533,                  2.072,              0.0002576,              0.0002576,              0.0002576
                    179,                  1.553,                  1.579,                 2.0194,                0.71896,                0.56221,                0.68319,                0.37157,                 1.4553,                  1.538,                 2.0753,              0.0002477,              0.0002477,              0.0002477
                    180,                  1.631,                 1.6849,                 2.1238,                0.72904,                0.57037,                0.69465,                0.38553,                 1.4626,                 1.5616,                 2.0753,              0.0002378,              0.0002378,              0.0002378
                    181,                 1.5351,                 1.6462,                  2.034,                0.74264,                 0.5984,                0.70012,                0.38429,                 1.4584,                 1.5593,                 2.0699,              0.0002279,              0.0002279,              0.0002279
                    182,                 1.5449,                 1.6004,                 2.0668,                0.75206,                0.59908,                0.70735,                0.38305,                  1.447,                 1.5388,                 2.0573,               0.000218,               0.000218,               0.000218
                    183,                 1.6665,                 1.7197,                  2.097,                0.77099,                0.55853,                0.70569,                0.38823,                 1.4305,                  1.515,                 2.0396,              0.0002081,              0.0002081,              0.0002081
                    184,                 1.6156,                 1.6812,                 2.1147,                0.74491,                0.56521,                0.70094,                0.38524,                 1.4195,                 1.5165,                 2.0305,              0.0001982,              0.0001982,              0.0001982
                    185,                 1.5518,                 1.6212,                 2.0466,                0.70463,                0.59908,                0.69415,                0.38313,                 1.4124,                  1.516,                 2.0293,              0.0001883,              0.0001883,              0.0001883
                    186,                 1.5257,                 1.6662,                 2.0548,                0.70219,                0.60829,                0.69719,                0.38439,                 1.4018,                 1.5166,                 2.0238,              0.0001784,              0.0001784,              0.0001784
                    187,                 1.4503,                 1.5124,                 1.9663,                0.70923,                0.60369,                0.69721,                0.38857,                  1.393,                 1.5111,                 2.0156,              0.0001685,              0.0001685,              0.0001685
                    188,                 1.5269,                 1.6187,                 2.0112,                0.72269,                0.58848,                0.70121,                0.39143,                 1.3999,                 1.5001,                 2.0165,              0.0001586,              0.0001586,              0.0001586
                    189,                  1.483,                  1.635,                 1.9828,                0.72794,                0.58986,                 0.7058,                0.39617,                 1.4007,                 1.4935,                 2.0137,              0.0001487,              0.0001487,              0.0001487
                    190,                 1.4957,                  1.549,                 1.9734,                0.73873,                0.58525,                 0.7105,                0.39914,                 1.3909,                 1.4889,                 2.0042,              0.0001388,              0.0001388,              0.0001388
                    191,                 1.6696,                 1.8594,                 2.1976,                0.75873,                0.58065,                0.70796,                 0.3977,                 1.3897,                 1.4967,                 2.0005,              0.0001289,              0.0001289,              0.0001289
                    192,                  1.621,                 1.8651,                 2.1908,                0.73398,                0.57218,                0.69751,                0.39437,                 1.3945,                 1.5443,                 2.0038,               0.000119,               0.000119,               0.000119
                    193,                 1.5558,                  1.793,                 2.0789,                 0.7386,                0.58525,                0.69591,                0.39614,                 1.4038,                 1.5707,                  2.008,              0.0001091,              0.0001091,              0.0001091
                    194,                 1.5478,                 1.7842,                 2.0842,                0.76019,                0.55513,                0.69231,                0.38981,                 1.4119,                 1.5912,                 2.0158,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                 1.4806,                 1.6877,                 2.0282,                0.70031,                0.58986,                0.69088,                0.39226,                 1.4079,                 1.5822,                 2.0135,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                 1.6254,                 1.9883,                 2.2929,                0.70204,                0.57143,                0.68644,                0.39353,                  1.399,                 1.5607,                 2.0075,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                 1.5731,                 1.7531,                 2.1647,                0.67264,                0.57761,                0.69523,                 0.3962,                 1.3914,                 1.5455,                 2.0019,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                 1.5248,                 1.7564,                 2.0661,                0.64753,                0.59447,                0.70005,                0.39912,                  1.384,                 1.5322,                 1.9966,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                  1.494,                 1.5772,                 2.0728,                0.65173,                0.62092,                0.70271,                0.39929,                  1.384,                 1.5252,                 1.9962,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                 1.5525,                 1.6789,                 2.1057,                0.69728,                 0.6129,                0.71462,                0.40391,                  1.383,                 1.5028,                 1.9916,               3.98e-05,               3.98e-05,               3.98e-05
