                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                 1.6128,                 1.5321,                 2.1551,                 0.8804,                0.46384,                0.52056,                 0.3151,                 1.5067,                  1.276,                 2.0525,               0.001406,               0.001406,               0.001406
                     63,                 1.6528,                 1.4704,                 2.1953,                0.87012,                0.46135,                0.52222,                 0.3002,                 1.5228,                 1.3432,                 2.0449,              0.0013961,              0.0013961,              0.0013961
                     64,                 1.7354,                 1.5293,                 2.2033,                0.80283,                0.47382,                0.52307,                0.31148,                 1.4291,                 1.3274,                 1.9648,              0.0013862,              0.0013862,              0.0013862
                     65,                 1.6709,                 1.4999,                 2.1415,                0.82423,                0.44638,                0.51227,                0.30165,                 1.4739,                 1.3753,                 1.9862,              0.0013763,              0.0013763,              0.0013763
                     66,                 1.6622,                 1.4799,                 2.1194,                0.85184,                0.45881,                0.52216,                 0.2911,                 1.5197,                 1.3536,                 2.0774,              0.0013664,              0.0013664,              0.0013664
                     67,                 1.5657,                 1.4287,                 2.0829,                 0.9011,                 0.4788,                0.54491,                 0.3065,                 1.4654,                 1.3211,                 2.0165,              0.0013565,              0.0013565,              0.0013565
                     68,                 1.6171,                 1.4387,                 2.0976,                 0.8347,                0.46135,                 0.5206,                0.29785,                 1.5317,                 1.4473,                 2.1077,              0.0013466,              0.0013466,              0.0013466
                     69,                 1.6522,                 1.4212,                 2.0959,                0.79614,                0.46748,                0.54279,                0.30349,                 1.4908,                  1.454,                 2.0397,              0.0013367,              0.0013367,              0.0013367
                     70,                 1.6148,                 1.3688,                 2.0765,                0.77437,                0.46883,                 0.5486,                0.31761,                 1.5079,                 1.3065,                  2.011,              0.0013268,              0.0013268,              0.0013268
                     71,                 1.7233,                   1.47,                 2.0439,                0.84916,                0.47382,                0.55842,                0.33281,                 1.4513,                 1.2624,                 1.9704,              0.0013169,              0.0013169,              0.0013169
                     72,                 1.5497,                 1.4016,                 2.0619,                0.80696,                0.46883,                 0.5321,                 0.3202,                 1.4613,                 1.3228,                 1.9788,               0.001307,               0.001307,               0.001307
                     73,                 1.6887,                 1.4548,                 2.1013,                0.81929,                0.46633,                0.54001,                0.30682,                 1.5517,                 1.2327,                 2.0863,              0.0012971,              0.0012971,              0.0012971
                     74,                 1.6487,                 1.4309,                  2.042,                0.84416,                 0.4788,                0.57527,                0.35108,                 1.3895,                 1.1531,                 1.9358,              0.0012872,              0.0012872,              0.0012872
                     75,                 1.5697,                 1.3619,                 2.0354,                0.87618,                0.47646,                0.57879,                0.34704,                 1.3881,                 1.1802,                 1.9496,              0.0012773,              0.0012773,              0.0012773
                     76,                 1.5825,                 1.3376,                 2.0133,                 0.9146,                 0.4813,                0.59055,                 0.3569,                 1.3721,                 1.1843,                  1.917,              0.0012674,              0.0012674,              0.0012674
                     77,                 1.6026,                 1.4043,                 2.0965,                0.87218,                0.48379,                0.58678,                0.35271,                 1.4112,                 1.2022,                 1.9568,              0.0012575,              0.0012575,              0.0012575
                     78,                 1.6457,                 1.4083,                 2.0718,                0.85225,                0.46135,                0.57437,                0.33784,                 1.4544,                 1.2245,                 2.0299,              0.0012476,              0.0012476,              0.0012476
                     79,                 1.6251,                 1.4311,                 2.0332,                  0.775,                0.50125,                0.56743,                0.34043,                 1.3646,                 1.2277,                 1.9401,              0.0012377,              0.0012377,              0.0012377
                     80,                 1.5291,                 1.3318,                 2.0392,                 0.9049,                0.46883,                0.58091,                0.35971,                 1.3074,                 1.1381,                 1.8946,              0.0012278,              0.0012278,              0.0012278
                     81,                 1.4302,                 1.3341,                 1.9829,                0.91025,                0.48054,                0.57207,                0.36795,                 1.2706,                 1.1355,                 1.8465,              0.0012179,              0.0012179,              0.0012179
                     82,                 1.5462,                 1.3044,                 1.9318,                0.86214,                0.48878,                0.57925,                0.36912,                 1.3068,                 1.1517,                 1.8588,               0.001208,               0.001208,               0.001208
                     83,                  1.448,                 1.2477,                 1.9484,                0.82262,                0.49729,                0.57537,                 0.3407,                  1.467,                 1.2114,                  1.972,              0.0011981,              0.0011981,              0.0011981
                     84,                 1.5304,                 1.2837,                 1.9751,                0.90325,                 0.4889,                0.60688,                0.36081,                 1.3781,                   1.07,                 1.8965,              0.0011882,              0.0011882,              0.0011882
                     85,                 1.5491,                 1.2747,                 1.9407,                0.87527,                0.50125,                0.61085,                0.36238,                 1.3863,                  1.066,                 1.9078,              0.0011783,              0.0011783,              0.0011783
                     86,                 1.5004,                 1.2584,                 1.9377,                 0.8457,                0.49207,                0.60694,                0.36432,                 1.3819,                 1.1152,                 1.9091,              0.0011684,              0.0011684,              0.0011684
                     87,                 1.6129,                 1.3382,                 2.0042,                0.87038,                0.51911,                0.63424,                0.39514,                 1.3012,                 1.0539,                 1.8275,              0.0011585,              0.0011585,              0.0011585
                     88,                 1.4786,                 1.2579,                 1.9416,                  0.813,                0.54863,                0.63835,                0.37492,                 1.3666,                 1.0727,                  1.916,              0.0011486,              0.0011486,              0.0011486
                     89,                 1.4937,                 1.2262,                 1.9642,                0.88435,                 0.4813,                0.62528,                 0.3845,                 1.2889,                 1.0998,                 1.8119,              0.0011387,              0.0011387,              0.0011387
                     90,                 1.6178,                 1.3156,                 1.9168,                0.93304,                0.49127,                0.62709,                0.38766,                 1.2967,                 1.0749,                 1.8707,              0.0011288,              0.0011288,              0.0011288
                     91,                  1.533,                 1.2945,                 1.9449,                 0.9033,                0.50374,                0.63408,                0.40815,                 1.2397,                 1.0582,                 1.7797,              0.0011189,              0.0011189,              0.0011189
                     92,                 1.5646,                 1.2289,                 1.9377,                0.90802,                0.49235,                0.62383,                0.36981,                 1.3593,                 1.0481,                 1.9214,               0.001109,               0.001109,               0.001109
                     93,                 1.5225,                 1.2548,                 1.9349,                0.90915,                0.50374,                0.62369,                0.38362,                 1.2837,                 1.0267,                 1.8166,              0.0010991,              0.0010991,              0.0010991
                     94,                 1.5094,                 1.2604,                 1.9318,                0.87335,                0.50623,                 0.6287,                0.40068,                 1.2458,                 1.0356,                 1.7751,              0.0010892,              0.0010892,              0.0010892
                     95,                  1.582,                 1.2401,                 1.9078,                0.80378,                0.50056,                 0.6111,                0.36783,                 1.3636,                 1.1615,                 1.9082,              0.0010793,              0.0010793,              0.0010793
